OCC_CODE,OCC_TITLE,TOT_EMP,YEAR,WAGE,PER_1K
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",11400,2018,18.28,0.078766696
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",21560,2011,16.11,0.168071485
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",11030,2017,17.92,0.077376848
51-4032,"Drilling and boring machine tool setters, operators, and tenders, metal and plastic",33550,2008,14.83,0.248177688
51-4032,"Drilling and boring machine tool setters, operators, and tenders, metal and plastic",41940,2004,13.69,0.327330505
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",10870,2019,18.71,0.075104736
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",124080,2000,11.71,1.025270251
51-4033,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",81740,2009,14.56,0.625652231
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",70910,2013,15.49,0.534810983
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",74600,2016,15.81,0.531339221
51-4033,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",91990,2008,14.16,0.680472891
51-4033,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",98770,2004,13.19,0.770873485
51-4033,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",101530,2005,13.34,0.779522385
51-4033,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",100010,2006,13.5,0.754518321
51-4033,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",97660,2003,12.8,0.812533889
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",99580,2002,12.56,0.832472062
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",70130,2014,15.7,0.518988865
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",69510,2012,15.2,0.533511278
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",107300,2001,12.28,0.894521121
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",70120,2010,14.74,0.551703909
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",74600,2017,16.1,0.523328453
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",73570,2015,15.79,0.533515344
51-4033,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",96730,2007,13.77,0.719962231
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",70450,2011,15.04,0.549194625
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",71870,2018,16.76,0.496575652
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",76810,2019,17.36,0.530707887
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",84020,2000,13.77,0.694255371
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",41730,2013,17.18,0.314732229
51-4034,"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",70230,2004,15.04,0.548126404
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",72270,2002,14.55,0.604165052
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",39930,2011,17.34,0.31127525
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",29510,2018,18.84,0.203895193
51-4034,"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",51260,2009,16.29,0.39235299
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",33850,2016,18.5,0.241096952
51-4034,"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",56500,2008,15.84,0.417944541
51-4034,"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",71410,2005,15.26,0.548268428
51-4034,"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",70300,2003,14.57,0.584897935
51-4034,"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",65840,2006,15.46,0.49672519
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",42570,2014,17.43,0.315034307
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",75650,2001,14.24,0.630666568
51-4034,"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",61140,2007,15.61,0.455065552
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",37920,2012,17.57,0.291048017
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",40970,2010,16.66,0.322351813
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",40140,2015,17.7,0.29108748
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",29620,2017,18.55,0.207788053
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",28070,2019,19.28,0.193945715
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",35610,2000,13.25,0.29424463
51-4035,"Milling and planing machine setters, operators, and tenders, metal and plastic",30280,2004,14.91,0.236327317
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",19440,2018,20.95,0.134317945
51-4035,"Milling and planing machine setters, operators, and tenders, metal and plastic",29140,2005,15.13,0.223729758
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",19750,2015,18.39,0.143223162
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",17820,2017,20.51,0.125009558
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",23850,2013,17.21,0.179879311
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",30340,2002,14.04,0.2536373
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",21700,2011,17.37,0.169162858
51-4035,"Milling and planing machine setters, operators, and tenders, metal and plastic",23770,2009,16.69,0.18193973
51-4035,"Milling and planing machine setters, operators, and tenders, metal and plastic",26220,2008,16,0.193955856
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",17560,2016,19.15,0.12507127
51-4035,"Milling and planing machine setters, operators, and tenders, metal and plastic",28580,2003,14.48,0.237786387
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",22110,2014,17.84,0.16362247
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",20520,2010,17.47,0.161451287
51-4035,"Milling and planing machine setters, operators, and tenders, metal and plastic",29040,2006,15.18,0.219090211
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",32680,2001,13.82,0.272441288
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",22840,2012,17.22,0.175304238
51-4035,"Milling and planing machine setters, operators, and tenders, metal and plastic",26430,2007,15.36,0.19671872
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",18730,2019,20.77,0.1294123
51-4041,Machinists,420320,2000,14.78,3.473094712
51-4041,Machinists,384350,2018,20.97,2.655612245
51-4041,Machinists,378320,2017,20.48,2.65396274
51-4041,Machinists,380720,2009,18.1,2.914097352
51-4041,Machinists,388370,2012,18.99,2.980862825
51-4041,Machinists,410900,2007,16.94,3.058332273
51-4041,Machinists,361280,2004,16.33,2.819693964
51-4041,Machinists,368380,2005,16.51,2.828331097
51-4041,Machinists,399040,2015,19.49,2.893760539
51-4041,Machinists,391130,2013,19.03,2.949945282
51-4041,Machinists,368510,2011,18.86,2.872728336
51-4041,Machinists,368320,2002,15.66,3.079093289
51-4041,Machinists,419070,2008,17.41,3.099964937
51-4041,Machinists,368740,2003,15.91,3.067926951
51-4041,Machinists,390090,2001,15.43,3.25203862
51-4041,Machinists,391120,2016,20.05,2.785755978
51-4041,Machinists,392700,2014,19.22,2.906130433
51-4041,Machinists,385690,2006,16.71,2.90981073
51-4041,Machinists,352650,2010,18.52,2.774648938
51-4041,Machinists,383470,2019,21.36,2.649532008
51-4051,Metal-Refining Furnace Operators and Tenders,19770,2000,13.47,0.163359066
51-4051,Metal-Refining Furnace Operators and Tenders,17610,2017,19.85,0.123536381
51-4051,Metal-refining furnace operators and tenders,19180,2007,16.63,0.142756907
51-4051,Metal-Refining Furnace Operators and Tenders,21930,2013,19.49,0.165398461
51-4051,Metal-refining furnace operators and tenders,18430,2006,15.69,0.139043822
51-4051,Metal-Refining Furnace Operators and Tenders,15210,2010,18.49,0.119672226
51-4051,Metal-Refining Furnace Operators and Tenders,17670,2018,19.82,0.122088379
51-4051,Metal-refining furnace operators and tenders,16960,2009,18.22,0.129814801
51-4051,Metal-Refining Furnace Operators and Tenders,20520,2012,18.7,0.157497503
51-4051,Metal-refining furnace operators and tenders,17150,2004,15.74,0.133851172
51-4051,Metal-Refining Furnace Operators and Tenders,20070,2015,20.31,0.14554374
51-4051,Metal-refining furnace operators and tenders,17960,2005,15.83,0.137892466
51-4051,Metal-Refining Furnace Operators and Tenders,18050,2011,18.6,0.140709198
51-4051,Metal-refining furnace operators and tenders,19280,2008,17.47,0.142618951
51-4051,Metal-Refining Furnace Operators and Tenders,20850,2014,19.78,0.154297987
51-4051,Metal-Refining Furnace Operators and Tenders,17120,2002,14.79,0.143120322
51-4051,Metal-refining furnace operators and tenders,17810,2003,15.24,0.14817969
51-4051,Metal-Refining Furnace Operators and Tenders,17730,2016,19.73,0.126282096
51-4051,Metal-Refining Furnace Operators and Tenders,19060,2001,14.37,0.158896296
51-4051,Metal-Refining Furnace Operators and Tenders,17150,2019,20.31,0.118495512
51-4052,"Pourers and Casters, Metal",15660,2000,12.67,0.129398228
51-4052,"Pourers and casters, metal",15470,2007,15.2,0.115143345
51-4052,"Pourers and Casters, Metal",11190,2010,16.36,0.08804288
51-4052,"Pourers and casters, metal",13670,2004,13.92,0.106690701
51-4052,"Pourers and Casters, Metal",8560,2016,17.39,0.060968683
51-4052,"Pourers and Casters, Metal",14580,2001,13.27,0.121548163
51-4052,"Pourers and Casters, Metal",7600,2017,18.37,0.053314963
51-4052,"Pourers and Casters, Metal",10320,2013,16.15,0.07783457
51-4052,"Pourers and casters, metal",14880,2006,14.22,0.1122611
51-4052,"Pourers and Casters, Metal",7850,2018,18.14,0.05423847
51-4052,"Pourers and Casters, Metal",10620,2012,16.37,0.081511866
51-4052,"Pourers and casters, metal",13090,2009,16.24,0.100193145
51-4052,"Pourers and Casters, Metal",9630,2015,16.28,0.069834889
51-4052,"Pourers and Casters, Metal",11070,2011,16.41,0.086296444
51-4052,"Pourers and casters, metal",12770,2003,13.64,0.106246752
51-4052,"Pourers and casters, metal",14340,2005,14.02,0.110098995
51-4052,"Pourers and casters, metal",15320,2008,15.66,0.113325847
51-4052,"Pourers and Casters, Metal",12900,2002,13.4,0.107841832
51-4052,"Pourers and Casters, Metal",9690,2014,15.58,0.071709712
51-4052,"Pourers and Casters, Metal",8010,2019,18.57,0.055343968
51-4061,"Model Makers, Metal and Plastic",10540,2000,16.07,0.087091783
51-4061,"Model Makers, Metal and Plastic",6000,2010,20.55,0.047207979
51-4061,"Model Makers, Metal and Plastic",8990,2001,17.68,0.074946364
51-4061,"Model Makers, Metal and Plastic",5210,2018,26.98,0.035997762
51-4061,"Model Makers, Metal and Plastic",8360,2002,18.27,0.069888195
51-4061,"Model Makers, Metal and Plastic",6140,2014,22.2,0.045438352
51-4061,"Model makers, metal and plastic",9270,2007,19.51,0.068996691
51-4061,"Model makers, metal and plastic",8030,2004,21.28,0.062672007
51-4061,"Model Makers, Metal and Plastic",6250,2016,23.34,0.044515685
51-4061,"Model Makers, Metal and Plastic",5820,2017,25.8,0.040828037
51-4061,"Model makers, metal and plastic",8370,2006,20.22,0.063146869
51-4061,"Model Makers, Metal and Plastic",6200,2013,22.15,0.046761079
51-4061,"Model Makers, Metal and Plastic",5700,2012,22.04,0.043749306
51-4061,"Model Makers, Metal and Plastic",6380,2015,22.11,0.04626652
51-4061,"Model makers, metal and plastic",8990,2008,19.55,0.066501264
51-4061,"Model makers, metal and plastic",7710,2009,19.82,0.059013686
51-4061,"Model Makers, Metal and Plastic",5780,2011,21.56,0.045058125
51-4061,"Model makers, metal and plastic",8120,2005,21.62,0.062343364
51-4061,"Model makers, metal and plastic",7900,2003,20.9,0.065728217
51-4061,"Model Makers, Metal and Plastic",4300,2019,27.41,0.029710245
51-4062,"Patternmakers, Metal and Plastic",8290,2000,14.83,0.068500084
51-4062,"Patternmakers, Metal and Plastic",6840,2001,15.74,0.057022595
51-4062,"Patternmakers, Metal and Plastic",3770,2014,19.9,0.027899444
51-4062,"Patternmakers, Metal and Plastic",3200,2017,21.65,0.022448405
51-4062,"Patternmakers, metal and plastic",6850,2005,16.57,0.052592616
51-4062,"Patternmakers, metal and plastic",6090,2003,17.45,0.050668968
51-4062,"Patternmakers, Metal and Plastic",4390,2010,17.88,0.034540504
51-4062,"Patternmakers, Metal and Plastic",2880,2018,22.04,0.019898955
51-4062,"Patternmakers, Metal and Plastic",6300,2002,16.09,0.052666941
51-4062,"Patternmakers, metal and plastic",7250,2007,17.44,0.053961813
51-4062,"Patternmakers, Metal and Plastic",3420,2016,21.25,0.024358983
51-4062,"Patternmakers, metal and plastic",5930,2004,17.86,0.046282067
51-4062,"Patternmakers, metal and plastic",7070,2006,17.01,0.053339111
51-4062,"Patternmakers, Metal and Plastic",4130,2012,20.4,0.031699059
51-4062,"Patternmakers, Metal and Plastic",4290,2011,19.21,0.033442795
51-4062,"Patternmakers, Metal and Plastic",4160,2013,20.1,0.031375175
51-4062,"Patternmakers, Metal and Plastic",4020,2015,19.69,0.029152259
51-4062,"Patternmakers, metal and plastic",5220,2009,17.54,0.039954791
51-4062,"Patternmakers, metal and plastic",6220,2008,17.75,0.046010886
51-4062,"Patternmakers, Metal and Plastic",3010,2019,22.55,0.020797171
51-4071,Foundry Mold and Coremakers,34130,2000,11.88,0.282015423
51-4071,Foundry Mold and Coremakers,11870,2014,15.07,0.087842547
51-4071,Foundry mold and coremakers,20770,2003,13.05,0.172806972
51-4071,Foundry mold and coremakers,15000,2007,14.04,0.11164513
51-4071,Foundry mold and coremakers,13550,2009,14.41,0.103714066
51-4071,Foundry mold and coremakers,15240,2008,14.13,0.112734067
51-4071,Foundry Mold and Coremakers,26170,2001,12.29,0.218169783
51-4071,Foundry Mold and Coremakers,13960,2017,16.9,0.097931169
51-4071,Foundry mold and coremakers,15890,2005,13.95,0.121999514
51-4071,Foundry Mold and Coremakers,10040,2010,14.66,0.078994684
51-4071,Foundry Mold and Coremakers,21960,2002,12.55,0.183581909
51-4071,Foundry Mold and Coremakers,15600,2018,17.04,0.107786005
51-4071,Foundry Mold and Coremakers,12810,2016,16.73,0.091239349
51-4071,Foundry mold and coremakers,14460,2006,13.82,0.10909244
51-4071,Foundry Mold and Coremakers,12860,2015,15.71,0.093258221
51-4071,Foundry mold and coremakers,17320,2004,13.37,0.135177977
51-4071,Foundry Mold and Coremakers,12510,2012,14.68,0.096018214
51-4071,Foundry Mold and Coremakers,13100,2013,14.59,0.098801634
51-4071,Foundry Mold and Coremakers,11680,2011,14.81,0.091051714
51-4071,Foundry Mold and Coremakers,17590,2019,17.11,0.12153563
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",158280,2000,10.4,1.307864082
51-4072,"Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",144140,2003,11.51,1.199248768
51-4072,"Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",145760,2008,13.17,1.078222944
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",114760,2010,13.54,0.902931269
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",124810,2013,13.68,0.941330685
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",118300,2011,13.69,0.922210421
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",128540,2014,13.85,0.95124524
51-4072,"Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",147850,2007,12.7,1.100448836
51-4072,"Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",126840,2009,13.4,0.970855506
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",149000,2001,10.74,1.242158872
51-4072,"Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",157080,2005,12.05,1.206021632
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",154860,2017,14.95,1.086362524
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",147060,2002,11.17,1.229396881
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",145560,2016,14.65,1.036752506
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",124440,2012,13.77,0.955116435
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",164110,2018,15.13,1.133894954
51-4072,"Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",155670,2006,12.29,1.174441226
51-4072,"Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",156480,2004,11.63,1.221284631
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",135550,2015,14.11,0.98298226
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",172520,2019,15.45,1.192002665
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",109950,2000,12.96,0.908514379
51-4081,"Multiple machine tool setters, operators, and tenders, metal and plastic",87800,2008,14.87,0.64947842
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",77290,2011,15.97,0.602516005
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",101500,2001,13.42,0.846168628
51-4081,"Multiple machine tool setters, operators, and tenders, metal and plastic",97060,2004,14.06,0.757527392
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",105570,2015,16.32,0.765573126
51-4081,"Multiple machine tool setters, operators, and tenders, metal and plastic",100320,2003,13.97,0.834665162
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",69330,2010,15.3,0.545488192
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",93100,2013,16.5,0.702170393
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",98160,2014,16.42,0.726421602
51-4081,"Multiple machine tool setters, operators, and tenders, metal and plastic",76130,2009,15.01,0.582712312
51-4081,"Multiple machine tool setters, operators, and tenders, metal and plastic",91090,2007,14.61,0.677983662
51-4081,"Multiple machine tool setters, operators, and tenders, metal and plastic",98120,2005,14.32,0.753341243
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",96560,2002,13.79,0.807225369
51-4081,"Multiple machine tool setters, operators, and tenders, metal and plastic",96480,2006,14.68,0.727886487
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",121160,2017,16.73,0.849952753
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",117300,2016,16.51,0.835470383
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",133840,2018,17.01,0.924748648
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",85110,2012,16.33,0.653246222
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",146950,2019,17.47,1.015330348
51-4111,Tool and Die Makers,131080,2000,19.76,1.083111094
51-4111,Tool and Die Makers,70320,2011,22.43,0.548181207
51-4111,Tool and Die Makers,74510,2015,24.18,0.540332041
51-4111,Tool and Die Makers,75950,2014,23.5,0.562059094
51-4111,Tool and Die Makers,72700,2018,25.36,0.502310421
51-4111,Tool and Die Makers,76430,2012,22.6,0.586624471
51-4111,Tool and die makers,85610,2008,22.32,0.633278446
51-4111,Tool and Die Makers,112960,2001,20.01,0.941706485
51-4111,Tool and die makers,99390,2004,20.55,0.77571242
51-4111,Tool and die makers,104210,2003,20.67,0.867030069
51-4111,Tool and Die Makers,78700,2013,23.06,0.593564016
51-4111,Tool and Die Makers,66530,2010,22.56,0.523457802
51-4111,Tool and die makers,73640,2009,22.55,0.563653417
51-4111,Tool and die makers,99680,2005,20.95,0.76531854
51-4111,Tool and Die Makers,72210,2016,24.55,0.514316422
51-4111,Tool and die makers,92560,2007,21.68,0.688924885
51-4111,Tool and Die Makers,105210,2002,20.54,0.879537915
51-4111,Tool and Die Makers,73510,2017,25.23,0.515681965
51-4111,Tool and die makers,96960,2006,21.29,0.731507813
51-4111,Tool and Die Makers,70770,2019,25.92,0.488975357
51-4121,"Welders, Cutters, Solderers, and Brazers",413720,2000,13.13,3.418559061
51-4121,"Welders, Cutters, Solderers, and Brazers",386240,2015,18.34,2.800937426
51-4121,"Welders, Cutters, Solderers, and Brazers",329710,2012,17.45,2.530628736
51-4121,"Welders, cutters, solderers, and brazers",354300,2003,14.25,2.947785754
51-4121,"Welders, Cutters, Solderers, and Brazers",377250,2017,19.35,2.646456554
51-4121,"Welders, cutters, solderers, and brazers",376630,2006,15.1,2.841458205
51-4121,"Welders, Cutters, Solderers, and Brazers",316290,2011,17.27,2.465646103
51-4121,"Welders, Cutters, Solderers, and Brazers",369610,2014,17.99,2.735255588
51-4121,"Welders, Cutters, Solderers, and Brazers",389190,2018,19.89,2.689053544
51-4121,"Welders, cutters, solderers, and brazers",392520,2008,16.13,2.903567989
51-4121,"Welders, cutters, solderers, and brazers",344970,2004,14.72,2.692398768
51-4121,"Welders, Cutters, Solderers, and Brazers",382400,2001,13.7,3.187929884
51-4121,"Welders, Cutters, Solderers, and Brazers",352250,2013,17.66,2.656708065
51-4121,"Welders, cutters, solderers, and brazers",357740,2009,16.71,2.738204419
51-4121,"Welders, Cutters, Solderers, and Brazers",361970,2002,14.02,3.026008357
51-4121,"Welders, Cutters, Solderers, and Brazers",314260,2010,17.04,2.472596555
51-4121,"Welders, cutters, solderers, and brazers",358050,2005,14.9,2.749019896
51-4121,"Welders, cutters, solderers, and brazers",385740,2007,15.51,2.871066175
51-4121,"Welders, Cutters, Solderers, and Brazers",382730,2016,18.94,2.725998122
51-4121,"Welders, Cutters, Solderers, and Brazers",410750,2019,20.43,2.83801933
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",69670,2000,13.09,0.575681644
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",49430,2012,16.69,0.379390914
51-4122,"Welding, soldering, and brazing machine setters, operators, and tenders",48770,2006,14.9,0.367941791
51-4122,"Welding, soldering, and brazing machine setters, operators, and tenders",51840,2008,15.2,0.383473363
51-4122,"Welding, soldering, and brazing machine setters, operators, and tenders",50820,2007,14.9,0.378253702
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",46920,2016,17.78,0.334188153
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",53080,2015,17.38,0.384925846
51-4122,"Welding, soldering, and brazing machine setters, operators, and tenders",53750,2003,13.99,0.44720148
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",38750,2017,17.88,0.27183616
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",40350,2011,16.72,0.31454937
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",35080,2018,18.11,0.242380324
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",55360,2014,16.91,0.409685207
51-4122,"Welding, soldering, and brazing machine setters, operators, and tenders",47210,2004,14.32,0.368461448
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",50860,2013,16.54,0.383591688
51-4122,"Welding, soldering, and brazing machine setters, operators, and tenders",45220,2005,14.63,0.347188046
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",60810,2001,13.57,0.506950879
51-4122,"Welding, soldering, and brazing machine setters, operators, and tenders",41580,2009,15.74,0.31826058
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",38530,2010,16.26,0.303153902
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",56280,2002,13.9,0.47049134
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",35110,2019,18.42,0.242587605
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",35840,2000,12.64,0.296145114
51-4191,"Heat treating equipment setters, operators, and tenders, metal and plastic",27050,2006,14.83,0.204076798
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",19780,2016,17.88,0.140883241
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",20770,2011,16.15,0.161913021
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",18300,2010,15.86,0.143984335
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",28410,2002,13.56,0.237502825
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",21760,2012,16.35,0.167014896
51-4191,"Heat treating equipment setters, operators, and tenders, metal and plastic",23630,2008,15.4,0.174796983
51-4191,"Heat treating equipment setters, operators, and tenders, metal and plastic",25500,2007,15.03,0.189796722
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",20570,2015,17.6,0.149169643
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",19340,2017,17.93,0.135672551
51-4191,"Heat treating equipment setters, operators, and tenders, metal and plastic",27290,2003,13.63,0.227053551
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",19690,2018,18.04,0.136045284
51-4191,"Heat treating equipment setters, operators, and tenders, metal and plastic",25690,2004,14.26,0.200503593
51-4191,"Heat treating equipment setters, operators, and tenders, metal and plastic",20420,2009,15.7,0.156298245
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",20980,2014,16.98,0.155260037
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",21500,2013,16.66,0.162155354
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",32490,2001,13.24,0.270857327
51-4191,"Heat treating equipment setters, operators, and tenders, metal and plastic",26310,2005,14.57,0.202001713
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",19560,2019,18.39,0.135147068
51-4192,"Lay-Out Workers, Metal and Plastic",16770,2000,14.27,0.138570133
51-4192,"Layout Workers, Metal and Plastic",9070,2016,22.03,0.064601163
51-4192,"Lay-Out Workers, Metal and Plastic",12490,2002,14.79,0.104414301
51-4192,"Layout Workers, Metal and Plastic",10660,2015,21.41,0.077304249
51-4192,"Lay-Out Workers, Metal and Plastic",14100,2001,14.7,0.117546578
